"no","id","from_id","from_name","created_time","created_time_str","year","month","day","created_time_num","weekday","message","type","likes_count","shares_count","like_share","max_evento_8046_DR","max_emisor","max_dia_8699_DR","max_dia_emisor","link"
"1677","199246583438202_653945594634963","199246583438202","Luis Guillermo Solís Rivera","2013-06-30T17:45:46+0000","2013-06-30","2013","06","30","30/06/13","1","Saliendo de Monteverde hacia Chomes. Contento con nuestro conversatorio de esta mañana en el Tree House.","photo","24","0","24","0.3%","3.7%","0.3%","2.0%","https://www.facebook.com/photo.php?fbid=653945567968299&set=a.609724695723720.1073741836.199246583438202&type=1&relevant_count=1"
"1779","199246583438202_619044454791744","199246583438202","Luis Guillermo Solís Rivera","2013-04-25T01:01:11+0000","2013-04-25","2013","04","25","25/04/13","5","NA","photo","24","0","24","0.3%","3.7%","0.3%","2.0%","https://www.facebook.com/photo.php?fbid=542563235773200&set=a.536146476414876.135882.199246583438202&type=1&relevant_count=1"
"1832","199246583438202_597501570279366","199246583438202","Luis Guillermo Solís Rivera","2013-03-11T01:29:53+0000","2013-03-11","2013","03","11","11/03/13","2","Asamblea del Partido Acción Ciudadana desarrollada el 10 de marzo 2013.","photo","24","0","24","0.3%","3.7%","0.3%","2.0%","https://www.facebook.com/photo.php?fbid=597494700280053&set=a.597494606946729.1073741830.199246583438202&type=1&relevant_count=17"
"1960","199246583438202_542563252439865","199246583438202","Luis Guillermo Solís Rivera","2012-12-02T23:51:01+0000","2012-12-02","2012","12","02","02/12/12","1","NA","photo","24","0","24","0.3%","3.7%","0.3%","2.0%","https://www.facebook.com/photo.php?fbid=542563235773200&set=a.536146476414876.135882.199246583438202&type=1&relevant_count=1"
"2824","113998707676_323008947775083","113998707676","José María Villalta Florez-Estrada","2012-06-03T20:16:40+0000","2012-06-03","2012","06","03","03/06/12","1","Buenas noticias!","link","24","0","24","0.3%","0.8%","0.3%","0.4%","https://www.facebook.com/periodicoPUEBLO/posts/316153838469516"
"2891","113998707676_286963111357773","113998707676","José María Villalta Florez-Estrada","2012-01-27T16:59:47+0000","2012-01-27","2012","01","27","27/01/12","6","Ojalá todas y todos puedan participar. Es una invitación abierta a la ciudadanía y a los sectores sociales.","photo","24","0","24","0.3%","0.8%","0.3%","0.4%","https://www.facebook.com/photo.php?fbid=283942708326000&set=o.327789390586705&type=1"
"2252","117011658390752_398070830284832","117011658390752","Otto Guevara Guth","2013-01-28T23:15:39+0000","2013-01-28","2013","01","28","28/01/13","2","NA","photo","23","0","23","0.3%","1.9%","0.3%","1.3%","https://www.facebook.com/photo.php?fbid=398070820284833&set=a.291906140901302.65812.117011658390752&type=1&relevant_count=1"
"1746","199246583438202_629699150392941","199246583438202","Luis Guillermo Solís Rivera","2013-05-17T04:06:49+0000","2013-05-17","2013","05","17","17/05/13","6","NA","link","17","6","23","0.3%","3.5%","0.3%","1.9%","http://www.luisguillermo.cr/luis-guillermo-exige-cuentas-claras"
"1948","199246583438202_121483858015219","199246583438202","Luis Guillermo Solís Rivera","2012-12-10T18:02:31+0000","2012-12-10","2012","12","10","10/12/12","2","Les compartimos la columna de la semana publicada en elpais.cr sobre la población joven denominada ""ni-nis"", una problemática que es necesario atender desde una convergencia política y social   hacia el 2014.","link","21","2","23","0.3%","3.5%","0.3%","1.9%","http://www.elpais.cr/frontend/noticia_detalle/3/75911"
"1721","199246583438202_638992042796985","199246583438202","Luis Guillermo Solís Rivera","2013-06-04T01:55:29+0000","2013-06-04","2013","06","04","04/06/13","3","En el siguiente enlace pueden encontrar el mensaje expresado a las y los asambleístas el día de ayer durante la Asamblea Nacional del Partido Acción Ciudadana.
http://youtu.be/YlTzF1Rx-1Y","video","22","1","23","0.3%","3.5%","0.3%","1.9%","http://youtu.be/YlTzF1Rx-1Y"
"2762","113998707676_530465256968639","113998707676","José María Villalta Florez-Estrada","2012-09-24T04:31:55+0000","2012-09-24","2012","09","24","24/09/12","2","¿Información de calidad?
Visite la página del Periódico PUEBLO, la publicación del Frente Amplio - Costa Rica.
¡Síganos!
HayEsperanza.
https://www.facebook.com/periodicoPUEBLO","link","22","1","23","0.3%","0.7%","0.3%","0.4%","https://www.facebook.com/periodicoPUEBLO?ref=stream"
"2811","113998707676_295928553836628","113998707676","José María Villalta Florez-Estrada","2012-06-13T05:48:11+0000","2012-06-13","2012","06","13","13/06/12","4","NA","photo","22","1","23","0.3%","0.7%","0.3%","0.4%","https://www.facebook.com/photo.php?fbid=368245986562338&set=a.113140872072852.18546.112857698767836&type=1"
"2873","113998707676_328220033895359","113998707676","José María Villalta Florez-Estrada","2012-02-16T18:51:35+0000","2012-02-16","2012","02","16","16/02/12","5","Comparto con ustedes algunas fotos de la exitosa marcha de ayer. 
¡Seguimos caminando!","photo","22","1","23","0.3%","0.7%","0.3%","0.4%","https://www.facebook.com/photo.php?fbid=245376472213920&set=a.245376408880593.60059.142386395846262&type=1"
"1735","199246583438202_633315146698008","199246583438202","Luis Guillermo Solís Rivera","2013-05-24T11:11:04+0000","2013-05-24","2013","05","24","24/05/13","6","Enriquecedor diálogo anoche con un buen grupo de dirigentes PAC del Cantón de San Carlos convocados por el compañero Ricardo Rodríguez, delegado nacional del Cantón. Gracias por recibirme. Volveré muchas veces.","status","23","0","23","0.3%","3.5%","0.3%","1.9%","0"
"1756","199246583438202_626904024005787","199246583438202","Luis Guillermo Solís Rivera","2013-05-11T01:38:26+0000","2013-05-11","2013","05","11","11/05/13","7","Iniciamos la actividad de hoy en Río Azul con la obra ""PAC que no lo engañen""","photo","23","0","23","0.3%","3.5%","0.3%","1.9%","https://www.facebook.com/photo.php?fbid=626904000672456&set=a.627685603927629.1073741843.199246583438202&type=1&relevant_count=1"
"2844","113998707676_10150715638717677","113998707676","José María Villalta Florez-Estrada","2012-04-27T18:02:46+0000","2012-04-27","2012","04","27","27/04/12","6","Hoy a las 6:00pm estaré compartiendo con lxs amigxs del Programa Sembrando.
Estaremos realizando un balance a un año de la ""Alianza por Costa Rica"" y las perspectivas de cara a la elección del próximo Directorio el 1 de Mayo.
Ojalá nos puedan escuchar.
El programa se transmite hoy a las 6:00pm en Radio Gigante, 800AM.","status","23","0","23","0.3%","0.7%","0.3%","0.4%","0"
"2240","117011658390752_133309976849356","117011658390752","Otto Guevara Guth","2013-03-13T21:44:34+0000","2013-03-13","2013","03","13","13/03/13","4","¿$7.200 millones en créditos externos para nuevas obras de infraestructura sin usar?
Si en algo ha fallado este gobierno liberacionista es en la ejecución de dineros para obras importantes que el país necesita urgentemente. 

Queda claro la inutilidad de este gobierno, no sabe ni ejecutar esos miles de millones de dólares para infraestructura como carreteras, puertos y educación.

No podemos seguir cuatro años más gobernados por los mismos.","link","18","4","22","0.3%","1.8%","0.3%","1.3%","http://www.nacion.com/2013-03-13/Economia/Costa-Rica-tiene--7-200-millones-de-creditos-externos-sin-usar.aspx"
"2319","117011658390752_433688956663610","117011658390752","Otto Guevara Guth","2012-06-06T17:08:22+0000","2012-06-06","2012","06","06","06/06/12","4","Encuentro injusto y abusivo el tratamiento que la Fiscalía dio al caso de las “Capacitaciones” en el Movimiento Libertario, frente al trato preferencial y silencioso del caso “Servicios de Transportes” de Liberación Nacional.","link","20","2","22","0.3%","1.8%","0.3%","1.3%","https://www.facebook.com/notes/otto-guevara-guth/fiscal%C3%ADa-imparcial-justa-y-objetiva/302603989831517"
"283","303450469784702_332382266891522","303450469784702","Dr. Rodolfo Hernández","2013-05-19T18:55:29+0000","2013-05-19","2013","05","19","19/05/13","1","Llegando a la Escuela de San Diego","photo","21","1","22","0.3%","0.3%","0.3%","0.3%","https://www.facebook.com/photo.php?fbid=332382236891525&set=a.332323890230693.1073741838.303450469784702&type=1&relevant_count=1"
"1845","199246583438202_596223463740510","199246583438202","Luis Guillermo Solís Rivera","2013-03-08T14:56:08+0000","2013-03-08","2013","03","08","08/03/13","6","Más capacitación para combatir el desempleo.","photo","20","2","22","0.3%","3.4%","0.3%","1.8%","https://www.facebook.com/photo.php?fbid=596223440407179&set=a.541963575833166.137040.199246583438202&type=1&relevant_count=1"
"1803","199246583438202_609066325789557","199246583438202","Luis Guillermo Solís Rivera","2013-04-03T17:47:32+0000","2013-04-03","2013","04","03","03/04/13","4","Conmovido con el fallecimiento de don Ramón Salazar, padre del compañero y exdiputado José Joaquín Salazar, una persona llena de amor al prójimo, ejemplo de valores  y dignidad personal. A Quincho y su familia ¡Paz!","status","21","1","22","0.3%","3.4%","0.3%","1.8%","0"
"1973","199246583438202_315443151902281","199246583438202","Luis Guillermo Solís Rivera","2012-11-28T22:36:20+0000","2012-11-28","2012","11","28","28/11/12","4","Les mostramos este video que muestra varios momentos del evento de inscripción.","video","21","1","22","0.3%","3.4%","0.3%","1.8%","http://www.youtube.com/watch?feature=player_embedded&v=FiY4ZF1X6bw"
"1885","199246583438202_316279308494918","199246583438202","Luis Guillermo Solís Rivera","2013-02-18T00:58:51+0000","2013-02-18","2013","02","18","18/02/13","2","Les compartimos el mensaje expresado el día de hoy en la Asamblea Provincial de Limón.","link","22","0","22","0.3%","3.4%","0.3%","1.8%","http://www.luisguillermo.cr/noticias/un-compromiso-con-limon"
"1949","199246583438202_546229915406532","199246583438202","Luis Guillermo Solís Rivera","2012-12-10T03:42:10+0000","2012-12-10","2012","12","10","10/12/12","2","¡Buenas noches! les recordamos a las personas que quieran integrarse al equipo, enviarnos sus preguntas o comentarios que pueden hacerlo al correo organizacion@luisguillermo.cr, además para obtener información sobre la candidatura y nuestra propuesta les invitamos a visitar el sitio www.luisguillermo.cr  ¡No duden en contactarnos!","status","22","0","22","0.3%","3.4%","0.3%","1.8%","0"
"2794","113998707676_151163941673921","113998707676","José María Villalta Florez-Estrada","2012-07-02T16:54:15+0000","2012-07-02","2012","07","02","02/07/12","2","Todxs invitadxs a la presentación del libro de mi gran amigo y compañero Álvaro Rojas","photo","22","0","22","0.3%","0.7%","0.3%","0.3%","https://www.facebook.com/photo.php?fbid=378290688891201&set=a.113140872072852.18546.112857698767836&type=1"
"2224","117011658390752_436574279767820","117011658390752","Otto Guevara Guth","2013-04-22T15:49:40+0000","2013-04-22","2013","04","22","22/04/13","2","Los libertarios jugamos un rol protagónico en la lucha para abrir el monopolio de las telecomunicaciones a la competencia. Los beneficios ya se comienzan a ver.... 
A pesar de la poca disposición del Gobierno en favor de la competencia.","link","19","2","21","0.3%","1.7%","0.2%","1.2%","https://www.larepublica.net/app/cms/www/index.php?id_menu=62&pk_articulo=533299058"
"2093","117011658390752_457568084335106","117011658390752","Otto Guevara Guth","2013-06-11T16:46:30+0000","2013-06-11","2013","06","11","11/06/13","3","El ICE es una gran empresa que ha colaborado en mucho al desarrollo de nuestro país, pero hoy en día por mantener los privilegios de algunos, está afectando el bolsillo de todos los costarricenses.

Un ejemplo de ello, la baja en la factura del servicio, pero en un porcentaje menor al que deberían porque la Aresep reconocerá al ICE su alto costo en producción, como lo señala Diario Extra. 

Entonces la pregunta, qué hace el Gobierno del PLN con esto, se mantendrán esos privilegios de algunos, en lugar de beneficiarnos a todos… 

Un ejemplo de ello es, que no pueden hacer una mayor rebaja en la tarifa eléctrica por mantener esos privilegios. La pregunta sería y que hace el Gobierno del PLN con esto...","link","20","1","21","0.3%","1.7%","0.2%","1.2%","http://www.diarioextra.com/Dnew/noticiaDetalle/61147"
"2304","117011658390752_312483795510203","117011658390752","Otto Guevara Guth","2012-06-25T16:55:56+0000","2012-06-25","2012","06","25","25/06/12","2","Tras no obtener respuesta sobre el manejo de los recursos que se gastaron en la construcción de la carretera 1856 “trocha fronteriza”, Mireya Zamora, diputada del Movimiento Libertario presentó un Recurso de Amparo contra la Presidenta de la República, Laura Chinchilla.","status","20","1","21","0.3%","1.7%","0.2%","1.2%","0"
"2320","117011658390752_302018763223373","117011658390752","Otto Guevara Guth","2012-06-05T15:51:19+0000","2012-06-05","2012","06","05","05/06/12","3","En términos prácticos, la economía verde es una economía cuyo crecimiento en los ingresos y el empleo es impulsado por las inversiones públicas y privadas que reducen las emisiones de carbono y la contaminación, mejoran la eficiencia energética, evitan la pérdida de biodiversidad y servicios eco sistémico. Tenemos grandes retos como país para celebrar el día mundial del medio ambiente.","status","20","1","21","0.3%","1.7%","0.2%","1.2%","0"
"279","303450469784702_332401990222883","303450469784702","Dr. Rodolfo Hernández","2013-05-19T20:15:46+0000","2013-05-19","2013","05","19","19/05/13","1","Una de los múltiples grupos de apoyo a los electores que me apoyan en esta cruzada nacional.","photo","19","2","21","0.3%","0.3%","0.2%","0.2%","https://www.facebook.com/photo.php?fbid=332401946889554&set=a.332323890230693.1073741838.303450469784702&type=1&relevant_count=1"
"284","303450469784702_332375570225525","303450469784702","Dr. Rodolfo Hernández","2013-05-19T18:34:03+0000","2013-05-19","2013","05","19","19/05/13","1","NA","photo","19","2","21","0.3%","0.3%","0.2%","0.2%","https://www.facebook.com/photo.php?fbid=332375553558860&set=a.332323890230693.1073741838.303450469784702&type=1&relevant_count=1"
"246","303450469784702_332531443543271","303450469784702","Dr. Rodolfo Hernández","2013-05-20T03:27:40+0000","2013-05-20","2013","05","20","20/05/13","2","NA","photo","20","1","21","0.3%","0.3%","0.2%","0.2%","https://www.facebook.com/photo.php?fbid=332531420209940&set=a.332522893544126.1073741839.303450469784702&type=1&relevant_count=1"
"1857","199246583438202_341212875998907","199246583438202","Luis Guillermo Solís Rivera","2013-03-04T18:50:52+0000","2013-03-04","2013","03","04","04/03/13","2","Les compartimos la Trinchera Ciudadana de la semana sobre el fortalecimiento de los gobiernos locales y la autonomía municipal, en materias como moratorias a la expansión piñera o la prohibición al uso de semillas transgénicas.","link","16","5","21","0.3%","3.2%","0.2%","1.8%","http://luisguillermo.cr/municipalidades"
"1837","199246583438202_596373060392217","199246583438202","Luis Guillermo Solís Rivera","2013-03-08T21:57:43+0000","2013-03-08","2013","03","08","08/03/13","6","La propuesta sobre vivienda es la última de nuestros mensajes conmemorativos sobre el Día Internacional de la Mujer.  Creemos  necesario unir para avanzar hacia  temas que hemos mencionados y otros más fundamentales para el bienestar de todas y todos nosotros. La lucha por los derechos de las mujeres merece más acciones y  menos promesas. ¡Feliz fin de semana!","photo","18","3","21","0.3%","3.2%","0.2%","1.8%","https://www.facebook.com/photo.php?fbid=596373047058885&set=a.541963575833166.137040.199246583438202&type=1&relevant_count=1"
